"UniqueLakeName","Lat","Lon","DOC_Median","TN_Median","TP_Median","pH"
"L6374",46.41883,-94.30346,NA,NA,NA,NA
"L6375",46.41932,-95.8405,0.00623,NA,NA,9.08
"L6376",46.41924,-95.55254,NA,NA,NA,NA
"L6377",46.41951,-124.0355,0.00713,NA,NA,NA
"L6378",46.42037,-93.9838,NA,NA,NA,NA
"L6380",46.42247,-93.77276,NA,NA,NA,NA
"L6381",46.42354,-93.82959,NA,NA,NA,NA
"L6382",46.42484,-93.8844,NA,NA,0.03,NA
"L6383",46.4266,-94.47447,NA,NA,NA,NA
"L6384",46.42716,-95.80553,NA,NA,0.0125,NA
"L6385",46.42905,-93.50333,NA,NA,NA,NA
"L6386",46.42982,-94.31263,NA,NA,NA,NA
"L6387",46.43058,-96.05498,NA,NA,0.026,NA
"L6388",46.43119,-93.83018,NA,NA,NA,NA
"L6389",46.43164,-87.08228,0.01939,NA,NA,7.4
"L6390",46.43392,-95.95485,NA,NA,0.014,NA
"L6391",46.43429,-94.79059,NA,NA,NA,NA
"L6392",46.43574,-95.67835,NA,NA,NA,NA
"L6393",46.43678,-93.95778,0.0092,NA,NA,8.8
"L6394",46.43899,-94.24113,NA,NA,0.0135,NA
"L6395",46.43915,-94.31815,NA,NA,NA,NA
"L6396",46.43924,-93.7323,NA,NA,NA,NA
"L6397",46.44229,-93.658,NA,NA,0.011,NA
"L6398",46.44272,-93.70655,NA,NA,0.015,NA
"L6399",46.44308,-93.74654,NA,NA,NA,NA
"L6400",46.44358,-95.76188,NA,NA,NA,NA
"L6401",46.44374,-95.84047,NA,NA,NA,NA
"L6402",46.447,-95.9721,NA,NA,NA,NA
"L6403",46.44723,-94.35389,NA,NA,0.018,NA
"L6404",46.44782,-92.75709,NA,NA,NA,NA
"L6405",46.44948,-95.55574,NA,NA,NA,NA
"L6406",46.4495,-95.87724,NA,NA,NA,NA
"L6407",46.45107,-85.7691,0.0052875,NA,NA,6.737439
"L6408",46.45451,-95.91212,NA,NA,NA,NA
"L6409",46.45489,-94.1652,NA,NA,NA,NA
"L6410",46.45565,-94.37094,NA,NA,NA,NA
"L6411",46.45656,-91.98393,NA,NA,0.057,NA
"L6412",46.453995,-87.8254425,NA,NA,0.012,NA
"L6413",46.45783,-94.28211,NA,NA,0.021,NA
"L6414",46.45883,-93.62655,NA,NA,0.042,NA
"L6415",46.45985,-95.87691,NA,NA,NA,NA
"L6416",46.46253,-93.53714,NA,NA,NA,NA
"L6417",46.46271,-93.67144,NA,NA,NA,NA
"L6418",46.4640245454545,-85.7163636363636,0.00335,NA,0.008,NA
"L6419",46.46581,-94.16523,NA,NA,NA,NA
"L6420",46.46737,-93.8965,NA,NA,NA,NA
"L6421",46.47033,-94.23972,NA,NA,NA,NA
"L6422",46.47101,-93.92406,NA,NA,NA,NA
"L6423",46.47285,-89.5723233333333,0.00578,NA,NA,7.85
"L6424",46.47181,-93.70366,NA,NA,NA,NA
"L6425",46.47187,-94.277,NA,NA,NA,NA
"L6426",46.47198,-94.15304,NA,NA,NA,NA
"L6427",46.4728,-94.25706,NA,NA,NA,NA
"L6428",46.4738709090909,-84.6456018181818,0.00397,NA,0.0082,NA
"L6430",46.47569,-88.19189,0.00436,NA,NA,8.04
"L6431",46.47743,-95.7552,NA,NA,0.033,NA
"L6432",46.47747,-103.2177,0.02763,NA,NA,8.94
"L6433",46.47847,-94.23987,NA,NA,NA,NA
"L6434",46.4789,-96.17522,NA,NA,NA,NA
"L6435",46.47993,-95.93571,NA,NA,NA,NA
"L6436",46.48,-94.19525,NA,NA,NA,NA
"L6437",46.48007,-94.18646,NA,NA,NA,NA
"L6438",46.48017,-93.89614,NA,NA,NA,NA
"L6439",46.4805975,-86.2582875,NA,NA,0.016,NA
"L6440",46.48061,-93.92642,NA,NA,NA,NA
"L6441",46.481316,-89.9451,NA,NA,0.039,NA
"L6442",46.48123,-93.58341,NA,NA,NA,NA
"L6443",46.48288,-92.67787,NA,NA,0.018,NA
"L6444",46.48333,-60.68333,NA,0.24,0.011,NA
"L6445",46.48334,-93.74385,NA,NA,NA,NA
"L6447",46.48487,-95.61305,NA,NA,NA,NA
"L6448",46.48542,-93.60304,NA,NA,NA,NA
"L6449",46.48665,-94.1949,NA,NA,NA,NA
"L6450",46.48684,-94.26797,NA,NA,NA,NA
"L6451",46.4872020779221,-95.5251197402597,NA,NA,0.028,8.5
"L6452",46.48723,-93.49118,NA,NA,0.033,NA
"L6453",46.48727,-95.58527,NA,NA,NA,NA
"L6454",46.4876625,-85.9479675,NA,NA,0.02,NA
"L6455",46.4884575,-86.3053225,NA,NA,0.01,NA
"L6456",46.48982,-93.96594,NA,NA,NA,NA
"L6457",46.49006,-93.9012,NA,NA,NA,NA
"L6458",46.49176,-91.3498,NA,NA,0.014,NA
"L6459",46.49204,-93.6524,NA,NA,0.014,NA
"L6460",46.49207,-91.29552,NA,NA,0.015,NA
"L6461",46.49496,-94.36285,NA,NA,0.065,NA
"L6462",46.49506,-96.05138,NA,NA,NA,NA
"L6463",46.49687,-95.98075,NA,NA,NA,NA
"L6464",46.49699,-93.91359,NA,NA,NA,NA
"L6465",46.49729,-122.4056,0.00371,NA,NA,8.8
"L6466",46.49761,-92.6789,NA,NA,0.0235,NA
"L6467",46.49826,-93.99708,NA,NA,NA,NA
"L6468",46.49937,-91.35679,NA,NA,0.011,NA
"L6469",46.49982,-93.79819,NA,NA,0.009,NA
"L6470",46.50107,-94.2174,NA,NA,NA,NA
"L6471",46.50175,-95.89154,NA,NA,NA,NA
"L6472",46.50405,-93.60562,NA,NA,0.038,NA
"L6473",46.50562,-91.36656,NA,NA,0.0125,NA
"L6474",46.50792,-94.12686,NA,NA,0.009,NA
"L6475",46.50935,-94.15991,NA,NA,0.017,NA
"L6476",46.50959,-93.96832,NA,NA,NA,NA
"L6477",46.5102,-93.46404,NA,NA,0.031,NA
"L6478",46.51077,-94.24913,NA,NA,NA,NA
"L6479",46.51235,-94.26604,NA,NA,NA,NA
"L6480",46.51416,6.773583,NA,0.2,0.09,NA
"L6481",46.51507,-95.59164,NA,NA,NA,NA
"L6482",46.51583,-88.06002,NA,NA,0.01,NA
"L6483",46.51621,-94.32118,NA,NA,NA,NA
"L6484",46.51641,-94.3364,NA,NA,NA,NA
"L6485",46.51667,-60.53333,0.0053,0.12,0.007,NA
"L6486",46.51747,-94.20417,NA,NA,NA,NA
"L6487",46.51844,-91.36252,NA,NA,0.009,NA
"L6488",46.51876,-95.9367,NA,NA,NA,NA
"L6489",46.51927,-94.29797,NA,NA,NA,NA
"L6490",46.51951,-94.19416,NA,NA,NA,NA
"L6491",46.5198,-88.408905,NA,NA,0.022,NA
"L6492",46.52035,-93.74527,NA,NA,NA,NA
"L6493",46.52045,-95.8107,NA,NA,NA,NA
"L6494",46.52232,-94.33146,NA,NA,NA,NA
"L6495",46.52278,-95.72322,NA,NA,NA,NA
"L6496",46.52509,-94.34479,NA,NA,NA,NA
"L6497",46.52978,-91.36802,NA,NA,0.009,NA
"L6498",46.5299,-94.13961,NA,NA,NA,NA
"L6499",46.53035,-95.657,NA,NA,0.021,NA
"L6500",46.53072,-93.92488,NA,NA,0.013,NA
"L6501",46.53199,-94.099,NA,NA,0.037,NA
"L6502",46.53325,16.12037,NA,0.6,0.17,NA
"L6503",46.53333,-60.61667,NA,0.22,0.006,NA
"L6504",46.53388,-94.31374,NA,NA,NA,NA
"L6505",46.53566,-95.98859,NA,NA,NA,NA
"L6506",46.53589,-92.55257,0.0098,0.6975,0.025,NA
"L6507",46.53604,-94.3225,NA,NA,NA,NA
"L6508",46.53628,-92.52403,NA,NA,NA,NA
"L6509",46.5369,-94.16684,NA,NA,NA,NA
"L6510",46.5380814285714,-88.1882157142857,NA,NA,0.01,NA
"L6511",46.53799,-94.22241,NA,NA,NA,NA
"L6512",46.53836,-106.0071,0.01349,NA,NA,7.8
"L6513",46.537518,-85.971716,NA,NA,0.024,NA
"L6514",46.53885,-94.29096,NA,NA,0.014,NA
"L6515",46.53989,-95.87047,NA,NA,NA,NA
"L6517",46.54117,-94.1633,NA,NA,NA,NA
"L6518",46.5415333333333,-88.495605,NA,NA,0.02,NA
"L6520",46.54422,-94.14793,NA,NA,NA,NA
"L6521",46.54648,-95.73941,NA,NA,NA,NA
"L6522",46.5482,-95.88585,NA,NA,NA,NA
"L6523",46.55023,-94.31333,NA,NA,NA,NA
"L6524",46.55153,-95.79065,NA,NA,NA,NA
"L6525",46.55236,-94.12706,NA,NA,NA,NA
"L6526",46.55254,-95.85071,NA,NA,NA,NA
"L6527",46.55305,-94.26392,NA,NA,0.01,NA
"L6528",46.55368,-94.07328,NA,NA,0.022,NA
"L6529",46.55709,-94.10736,NA,NA,NA,NA
"L6530",46.55722,-94.30179,NA,NA,NA,NA
"L6531",46.5591073529412,-94.2123770588235,0.00317,NA,NA,8.3
"L6532",46.5595114285714,-91.3973785714286,0.0078,NA,0.02,8
"L6533",46.55901,-88.2154566666667,NA,NA,0.017,NA
"L6535",46.56048,-94.13037,NA,NA,NA,NA
"L6536",46.56101,-94.13695,NA,NA,NA,NA
"L6537",46.56632,-95.70692,NA,NA,NA,NA
"L6538",46.56636,-94.25667,NA,NA,0.0205,NA
"L6539",46.56686,-95.75829,NA,NA,NA,NA
"L6540",46.5652890909091,-94.32487,0.01296,NA,NA,8.5
"L6541",46.5697,-94.13211,NA,NA,NA,NA
"L6542",46.57147,-96.2058,NA,NA,NA,NA
"L6543",46.57389,-94.00847,NA,NA,NA,NA
"L6544",46.57403,-87.46065,0.00646,NA,NA,8.03
"L6545",46.5751,-94.36764,NA,NA,NA,NA
"L6546",46.5794,-95.74912,NA,NA,NA,NA
"L6547",46.57957,-95.96748,NA,NA,NA,NA
"L6549",46.58082,-95.76692,NA,NA,NA,NA
"L6550",46.58165,-95.78887,NA,NA,NA,NA
"L6551",46.58203,-94.11445,NA,NA,NA,NA
"L6552",46.58293,-91.34466,NA,NA,0.014,NA
"L6553",46.58319,15.73239,NA,4,0.46,NA
"L6554",46.582205,-86.2222425,NA,NA,0.0095,NA
"L6555",46.58329,-92.49608,NA,NA,NA,NA
"L6556",46.58602,-95.80026,NA,NA,NA,NA
"L6557",46.58667,-95.7397,NA,NA,NA,NA
"L6558",46.58727,-94.38303,NA,NA,NA,NA
"L6559",46.590785,-87.895675,NA,NA,0.009,NA
"L6560",46.59187,-95.81132,NA,NA,NA,NA
"L6561",46.59344,-94.32437,NA,NA,0.028,NA
"L6562",46.59606,-95.71408,NA,NA,NA,NA
"L6563",46.59647,-95.69932,NA,NA,NA,NA
"L6564",46.597809,-101.82231,NA,NA,0.0425,8.45
"L6565",46.59934,-92.46384,NA,NA,NA,NA
"L6566",46.59966,-96.18651,NA,NA,NA,NA
"L6567",46.6007066666667,-88.1174383333333,0.00751,NA,0.015,7.75
"L6568",46.60084,-96.07132,NA,NA,0.0315,NA
"L6569",46.60094,-92.43344,NA,NA,NA,NA
"L6570",46.6012,-93.88646,NA,NA,NA,NA
"L6571",46.60545,-94.19247,NA,NA,NA,NA
"L6572",46.60545,-94.19845,NA,NA,NA,NA
"L6573",46.60905,-94.21266,NA,NA,NA,NA
"L6574",46.6109477108434,-95.4925855421687,NA,NA,0.022,8.4
"L6575",46.61086,-95.86063,NA,NA,NA,NA
"L6576",46.61095,-95.70421,NA,NA,NA,NA
"L6577",46.61218,-95.74107,NA,NA,NA,NA
"L6578",46.6130733333333,-88.576465,0.00348,NA,0.01,6.74
"L6579",46.61383,-94.20757,NA,NA,NA,NA
"L6580",46.61487,-95.95113,NA,NA,NA,NA
"L6581",46.61508,-95.7256,NA,NA,NA,NA
"L6582",46.61835,-68.00594,0.00558,0.488,0.016,NA
"L6583",46.61843,-92.65322,NA,NA,0.01,NA
"L6584",46.62038,-92.43976,NA,NA,NA,NA
"L6585",46.62056,-95.87689,NA,NA,NA,NA
"L6587",46.62479,-95.7836,NA,NA,NA,NA
"L6589",46.62632,-95.65623,NA,NA,NA,NA
"L6590",46.62632,-95.58691,NA,NA,NA,NA
"L6591",46.62839,-93.09052,NA,NA,NA,NA
"L6592",46.62854,-95.82487,NA,NA,NA,NA
"L6593",46.6288375,-88.05971,NA,NA,0.008,NA
"L6594",46.62948,-69.37345,0.008205,0.3465,0.008,NA
"L6595",46.62984,-94.01065,NA,NA,0.018,NA
"L6596",46.62999,-93.49688,NA,NA,0.051,NA
"L6597",46.63067,-96.00337,NA,NA,0.018,NA
"L6598",46.63086,-92.78041,NA,NA,NA,NA
"L6600",46.6308975,-85.5961825,NA,NA,0.015,NA
"L6601",46.6323,-96.1611,NA,NA,NA,NA
"L6602",46.63341,-94.1998,NA,NA,0.014,NA
"L6603",46.6341013114754,-95.5560654098361,NA,NA,0.028,8.5
"L6604",46.642378,-86.037832,NA,NA,0.01,8.25
"L6605",46.63844,-94.10241,NA,NA,NA,NA
"L6606",46.63849,-96.05885,NA,NA,NA,NA
"L6607",46.63895,6.286464,NA,0.4,0.07,NA
"L6608",46.63928,-94.05417,NA,NA,NA,NA
"L6609",46.64009,-93.4982,NA,NA,0.014,NA
"L6610",46.642935,-85.4089475,NA,NA,0.01,NA
"L6611",46.64237,-93.35744,NA,NA,0.078,NA
"L6612",46.6427,-95.9739,NA,NA,NA,NA
"L6613",46.64305,-94.30237,NA,NA,0.0215,NA
"L6614",46.64375,-93.8135,NA,NA,NA,NA
"L6615",46.64452,-92.9176,NA,NA,0.04,NA
"L6616",46.64555,-99.56623,0.0264,NA,NA,8.92
"L6617",46.6456,-94.23178,NA,NA,0.005,NA
"L6618",46.64562,-93.52513,NA,NA,0.035,NA
"L6619",46.64903,-93.36607,NA,NA,0.069,NA
"L6620",46.64962,-99.42139,0.03683,NA,NA,8.72
"L6622",46.65017,-93.74764,NA,NA,0.019,NA
"L6623",46.65092,-95.81831,NA,NA,NA,NA
"L6624",46.65105,-96.14238,NA,NA,NA,NA
"L6625",46.65255,-95.75315,NA,NA,NA,NA
"L6626",46.65355,-94.20165,NA,NA,0.014,NA
"L6627",46.65559,-94.16884,NA,NA,NA,NA
"L6628",46.65577,-93.82686,NA,NA,NA,NA
"L6629",46.6566,-94.18646,NA,NA,NA,NA
"L6630",46.65725,-93.04184,NA,NA,0.031,NA
"L6631",46.6573,-94.17138,NA,NA,NA,NA
"L6632",46.65738,-92.65348,NA,NA,NA,NA
"L6633",46.65849,-93.81782,NA,NA,NA,NA
"L6634",46.65854,-95.88048,NA,NA,NA,NA
"L6635",46.66008,-94.0441,NA,NA,0.024,NA
"L6636",46.66163,-92.9919,NA,NA,NA,NA
"L6637",46.66367,-94.25332,NA,NA,NA,NA
"L6638",46.66375,-93.8363,NA,NA,NA,NA
"L6639",46.66468,-93.89705,NA,NA,NA,NA
"L6640",46.66499,-96.0811,NA,NA,NA,NA
"L6641",46.6648425,-88.9099475,NA,NA,0.017,NA
"L6642",46.66628,-94.13313,NA,NA,0.022,NA
"L6643",46.66667,-92.87733,NA,NA,0.038,NA
"L6644",46.66794,-94.23014,NA,NA,NA,NA
"L6645",46.66895,-96.16441,NA,NA,NA,NA
"L6646",46.66931,-94.28425,NA,NA,0.008,NA
"L6647",46.6689583333333,-85.632645,NA,NA,0.016,NA
"L6648",46.67013,-94.66405,NA,NA,NA,NA
"L6649",46.67051,-92.40435,NA,1.178,NA,NA
"L6650",46.67128,-68.00125,0.00435,1.69,0.023,NA
"L6651",46.67292,-95.41378,NA,NA,NA,NA
"L6652",46.67375,6.322253,NA,0.6,0.02,NA
"L6653",46.67379,-95.71516,NA,NA,NA,NA
"L6654",46.67403,-95.69916,NA,NA,NA,NA
"L6655",46.67408,-94.00595,NA,NA,0.029,NA
"L6656",46.67456,-95.7484,NA,NA,NA,NA
"L6657",46.67537,-92.9463,NA,NA,NA,NA
"L6658",46.67594,-94.18456,NA,NA,NA,NA
"L6659",46.67605,-94.04088,NA,NA,NA,NA
"L6660",46.67661,-93.77658,0.009065,NA,NA,7.47
"L6661",46.68162,-92.93041,NA,NA,NA,NA
"L6662",46.6827,-92.90074,NA,NA,NA,NA
"L6663",46.68289,-95.86324,NA,NA,NA,NA
"L6664",46.68426,-95.40198,NA,NA,NA,NA
"L6665",46.68521,-92.87697,NA,NA,NA,NA
"L6666",46.68696,-93.89744,NA,NA,NA,NA
"L6668",46.68829,-95.45054,NA,NA,NA,NA
"L6669",46.68931,-94.09283,NA,NA,NA,NA
"L6671",46.69012,-94.19334,NA,NA,0.011,NA
"L6672",46.69085,-94.03069,NA,NA,NA,NA
"L6673",46.69207,-94.25527,NA,NA,0.028,NA
"L6674",46.69247,-94.13771,NA,NA,0.01,NA
"L6675",46.69347,-119.6483,0.00389,NA,NA,9.2
"L6676",46.69373,-95.77943,NA,NA,0.024,NA
"L6677",46.6947475,-85.35246,NA,NA,0.014,NA
"L6678",46.69647,-93.19234,NA,NA,NA,NA
"L6679",46.6965,-96.021,NA,NA,0.016,NA
"L6681",46.69906,-95.65961,NA,NA,NA,NA
"L6682",46.69936,-95.72217,NA,NA,NA,NA
"L6683",46.7016575,-85.32847,NA,NA,0.014,NA
"L6684",46.7016791666667,-95.7476558333333,0.00851,NA,NA,9.2
"L6685",46.70316,-94.07143,NA,NA,0.026,NA
"L6686",46.70365,-95.92339,0.0121,NA,NA,NA
"L6687",46.70833,-88.6815325,NA,NA,0.021,NA
"L6688",46.70651,-95.90376,NA,NA,NA,NA
"L6689",46.70657,-95.76174,NA,NA,NA,NA
"L6690",46.70767,-93.26065,NA,NA,0.034,NA
"L6691",46.70792,-95.94838,NA,NA,0.025,NA
"L6692",46.709,-94.13478,NA,NA,NA,NA
"L6693",46.70986,-95.77832,NA,NA,0.018,NA
"L6694",46.71103,-67.80898,0.0086,1.64,0.105,NA
"L6695",46.71117,-95.65672,NA,NA,NA,NA
"L6696",46.7122,-95.72722,NA,NA,NA,NA
"L6697",46.71269,-94.11663,NA,NA,NA,NA
"L6698",46.713,7.673,NA,NA,NA,NA
"L6699",46.7158,-94.21544,NA,NA,NA,NA
"L6700",46.716,-81.117,NA,NA,NA,NA
"L6701",46.715154,-85.071312,NA,NA,0.015,NA
"L6702",46.71626,-93.20972,NA,NA,NA,NA
"L6703",46.7167,-94.15847,NA,NA,0.02,NA
"L6704",46.7175,-95.88211,NA,NA,NA,NA
"L6705",46.71876,-93.31717,NA,NA,NA,NA
"L6706",46.71911,-93.347,NA,NA,0.023,NA
"L6708",46.72341,-92.89192,NA,NA,0.044,NA
"L6709",46.72477,-95.90205,NA,NA,NA,NA
"L6710",46.72488,-93.94612,NA,NA,NA,NA
"L6711",46.72641,-93.65263,NA,NA,0.005,NA
"L6712",46.72757,-95.75032,NA,NA,NA,NA
"L6713",46.728,7.966,NA,NA,NA,NA
"L6714",46.73065,-96.09879,NA,NA,NA,NA
"L6716",46.73399,-93.19007,NA,NA,NA,NA
"L6717",46.73519,-93.62142,NA,NA,0.05,NA
"L6718",46.73533,-95.83907,NA,NA,NA,NA
"L6719",46.73861,-94.39818,NA,NA,0.058,NA
"L6720",46.73864,-95.96846,NA,NA,NA,NA
"L6721",46.73894,-93.69328,NA,NA,NA,NA
"L6722",46.73976,-93.91616,NA,NA,NA,NA
"L6723",46.74221,-95.83954,NA,NA,NA,NA
"L6724",46.74289,-95.89807,NA,NA,NA,NA
"L6725",46.74385,-95.02237,NA,NA,NA,NA
"L6726",46.74509,-94.07768,NA,NA,0.013,NA
"L6727",46.74517,-94.09367,NA,NA,NA,NA
"L6728",46.74659,-92.11076,NA,0.934,0.02795,NA
"L6729",46.74825,-95.98329,NA,NA,NA,NA
"L6730",46.74924,-93.95309,NA,NA,0.014,NA
"L6731",46.74967,-95.10324,NA,NA,0.016,NA
"L6732",46.74988,16.04018,NA,2,0.27,NA
"L6733",46.75014,-94.02382,NA,NA,NA,NA
"L6734",46.75344,-95.87142,NA,NA,NA,NA
"L6735",46.7543,-95.93633,NA,NA,NA,NA
"L6736",46.75621,-94.04969,NA,NA,0.039,NA
"L6737",46.7581,-93.27939,NA,NA,0.042,NA
"L6738",46.75912,-95.82681,NA,NA,NA,NA
"L6740",46.7633,-96.21519,0.0118,NA,NA,7.6
"L6741",46.76369,-95.067,NA,NA,0.0475,NA
"L6742",46.765,-96.10704,NA,NA,0.018,NA
"L6743",46.76654,-96.05941,NA,NA,0.018,NA
"L6744",46.769,-96.22532,NA,NA,NA,NA
"L6745",46.76973,-94.08447,NA,NA,NA,NA
"L6746",46.77146,-95.89603,NA,NA,0.041,NA
"L6747",46.77243,-93.996,NA,NA,NA,NA
"L6748",46.77288,-95.85411,NA,NA,NA,NA
"L6749",46.773,8.273,NA,NA,NA,NA
"L6750",46.77334,-95.07191,NA,NA,NA,NA
"L6751",46.77634,-95.9401,NA,NA,NA,NA
"L6752",46.77779,-94.04748,NA,NA,0.018,NA
"L6753",46.77806,-96.23501,NA,NA,NA,NA
"L6754",46.78025,-95.90918,NA,NA,NA,NA
"L6755",46.78034,-96.13166,NA,NA,0.03,NA
"L6756",46.7823,-95.87745,NA,NA,NA,NA
"L6757",46.78232,-96.17273,NA,NA,0.0185,NA
"L6758",46.78368,-96.10168,NA,NA,NA,NA
"L6759",46.78541,-94.32125,NA,NA,NA,NA
"L6760",46.78729,-95.08589,NA,NA,NA,NA
"L6761",46.78869,-95.83324,NA,NA,0.025,NA
"L6762",46.78901,-96.1151,NA,NA,NA,NA
"L6763",46.79004,-96.21113,NA,NA,NA,NA
"L6764",46.79078,-93.22221,NA,NA,NA,NA
"L6765",46.79095,-95.92588,NA,NA,NA,NA
"L6766",46.79098,-95.63143,NA,NA,NA,NA
"L6767",46.79136,-92.90434,NA,NA,0.0315,NA
"L6768",46.79174,-95.8963,NA,NA,NA,NA
"L6770",46.79711,-96.0409,NA,NA,NA,NA
"L6771",46.80009,-94.30195,NA,NA,NA,NA
"L6772",46.80276,-94.32591,NA,NA,0.032,NA
"L6773",46.80328,-95.8811,NA,NA,0.199,NA
"L6774",46.8033,-95.03315,NA,NA,0.052,NA
"L6775",46.80367,-93.94426,NA,NA,NA,NA
"L6776",46.808,9.257,NA,NA,NA,NA
"L6777",46.80841,-93.31091,NA,NA,NA,NA
"L6778",46.80862,-96.0137,NA,NA,NA,NA
"L6779",46.80867,-94.9063,NA,NA,NA,NA
"L6780",46.81025,-94.49107,NA,NA,NA,NA
"L6781",46.81155,-93.9637,NA,NA,NA,NA
"L6782",46.81676,-94.39427,NA,NA,NA,NA
"L6783",46.81713,-95.89766,NA,NA,NA,NA
"L6784",46.82,9.296,NA,NA,NA,NA
"L6785",46.82115,-93.928,NA,NA,NA,NA
"L6786",46.82172,-94.47671,NA,NA,0.058,NA
"L6787",46.8234303846154,-94.5332515384615,0.00502,NA,NA,8.1
"L6788",46.82226,-96.1472,NA,NA,NA,NA
"L6789",46.8247,-99.77943,0.02378,NA,NA,8.5
"L6790",46.82273,-95.72155,NA,NA,NA,NA
"L6791",46.82288,-95.3868,NA,NA,NA,NA
"L6792",46.82334,-93.21049,0.00288,NA,0.01,NA
"L6793",46.82366,-94.88255,NA,NA,NA,NA
"L6794",46.82409,-96.07402,NA,NA,NA,NA
"L6795",46.82507,-94.38768,NA,NA,NA,NA
"L6796",46.82556,-96.10554,NA,NA,NA,NA
"L6798",46.82982,-94.34812,NA,NA,0.021,NA
"L6799",46.82989,-96.01593,NA,NA,NA,NA
"L6800",46.83101,-96.3335,NA,NA,NA,NA
"L6802",46.83161,-94.45357,NA,NA,0.03,NA
"L6803",46.8338125,-88.844615,NA,NA,0.013,NA
"L6804",46.83449,-95.05142,NA,NA,NA,NA
"L6805",46.83449,-93.9036,NA,NA,NA,NA
"L6806",46.83488,-95.07692,NA,NA,NA,NA
"L6807",46.83599,-94.84282,NA,NA,NA,NA
"L6808",46.8362,-95.90145,NA,NA,NA,NA
"L6809",46.83666,-95.56499,NA,NA,0.0295,NA
"L6810",46.83708,-95.21776,NA,NA,NA,NA
"L6811",46.83783,-94.8735,NA,NA,NA,NA
"L6812",46.839,17.731,NA,NA,NA,NA
"L6813",46.83957,-96.06858,NA,NA,NA,NA
"L6814",46.83997,-95.88362,NA,NA,NA,NA
"L6815",46.84045,-96.03548,NA,NA,NA,NA
"L6816",46.84773,-94.5764,NA,NA,NA,NA
"L6817",46.84852,-95.70798,NA,NA,0.097,NA
"L6818",46.84945,-94.81726,NA,NA,NA,NA
"L6819",46.85087,-88.87005,NA,NA,0.02,NA
"L6820",46.85135,-94.47402,NA,NA,0.02,NA
"L6821",46.85227,-94.7652,NA,NA,NA,NA
"L6822",46.8524,-94.42766,NA,NA,0.026,NA
"L6823",46.85258,-95.06669,NA,NA,NA,NA
"L6824",46.85372,-94.31313,NA,NA,NA,NA
"L6825",46.85381,-95.21582,NA,NA,NA,NA
"L6826",46.85948,-96.14147,NA,NA,NA,NA
"L6827",46.859416,-88.85344,NA,NA,0.01,NA
"L6828",46.86015,-94.40624,NA,NA,0.0175,NA
"L6829",46.86182,-94.85758,NA,NA,0.03,NA
"L6830",46.86189,-96.25041,NA,NA,NA,NA
"L6831",46.86192,-96.1561,NA,NA,NA,NA
"L6832",46.86229,-96.37406,NA,NA,NA,NA
"L6833",46.86386,-94.82081,NA,NA,NA,NA
"L6834",46.86472,-96.17337,NA,NA,NA,NA
"L6835",46.86558,-95.49129,NA,NA,0.027,NA
"L6836",46.86763,-95.56372,NA,NA,NA,NA
"L6837",46.86873,-96.15229,NA,NA,NA,NA
"L6838",46.86952,-94.46295,NA,NA,0.037,NA
"L6839",46.86973,-95.72856,0.00581,NA,NA,8.58
"L6840",46.86988,-94.28131,NA,NA,NA,NA
"L6841",46.87029,-93.98846,NA,NA,0.016,NA
"L6842",46.87044,-94.39186,NA,NA,0.012,NA
"L6843",46.87062,-96.04941,NA,NA,NA,NA
"L6844",46.87074,-94.51634,NA,NA,NA,NA
"L6845",46.87139,-119.5709,0.00252,NA,NA,8.5
"L6846",46.87144,-95.85677,NA,NA,0.017,NA
"L6847",46.87186,-94.33906,NA,NA,0.005,NA
"L6848",46.87474,-94.73886,NA,NA,NA,NA
"L6849",46.87476,-95.8336,NA,NA,NA,NA
"L6850",46.87486,-94.86374,NA,NA,NA,NA
"L6851",46.8769,-94.91993,NA,NA,NA,NA
"L6852",46.87944,-94.44866,NA,NA,0.04,NA
"L6853",46.88036,-94.02745,NA,NA,0.046,NA
"L6854",46.88266,-95.69765,NA,NA,NA,NA
"L6855",46.88349,-95.75739,NA,NA,NA,NA
"L6856",46.88522,-94.83773,NA,NA,NA,NA
"L6857",46.88726,-94.35614,NA,NA,NA,NA
"L6858",46.8873025,-88.8519075,NA,NA,0.012,NA
"L6859",46.88871,-94.99941,NA,NA,0.012,NA
"L6860",46.88899,-96.14521,NA,NA,NA,NA
"L6861",46.89157,-94.32613,NA,NA,NA,NA
"L6862",46.8918,-95.60664,NA,NA,0.032,NA
"L6863",46.89198,-99.08101,0.01666,NA,NA,8.35
"L6864",46.8927,-99.41665,0.03793,NA,NA,8.72
"L6865",46.89447,-96.07444,NA,NA,NA,NA
"L6866",46.89484,-96.0897,NA,NA,NA,NA
"L6867",46.906,6.859,NA,NA,NA,NA
"L6868",46.90279,-95.67503,NA,NA,NA,NA
"L6869",46.90399,-94.33908,NA,NA,NA,NA
"L6870",46.90509,-95.4196,NA,NA,NA,NA
"L6871",46.9082,-93.95859,NA,NA,NA,NA
"L6872",46.90832,-94.21737,NA,NA,NA,NA
"L6873",46.90901,-94.30442,NA,NA,0.011,NA
"L6874",46.91049,-95.84827,NA,NA,NA,NA
"L6875",46.91227,-88.5726875,NA,NA,0.029,NA
"L6876",46.91241,-94.26547,NA,NA,NA,NA
"L6877",46.91431,-94.4737,NA,NA,0.0445,NA
"L6878",46.91451,-94.76989,NA,NA,NA,NA
