"SITECODE","SDATE","FIELDNAME","VALUE"
"T07",29-AUG-01,"ALUMINIUM",0.38
"T07",29-AUG-01,"CALCIUM",4.52
"T07",29-AUG-01,"CHLORIDE",11.32
"T07",29-AUG-01,"CONDY",87.6
"T07",29-AUG-01,"DOC",6.29
"T07",29-AUG-01,"IRON",0.37
"T07",29-AUG-01,"MAGNESIUM",2.06
"T07",29-AUG-01,"NH4N",0.572
"T07",29-AUG-01,"NO3N",0.843
"T07",29-AUG-01,"PH",6.52
"T07",29-AUG-01,"PO4P",0.106
"T07",29-AUG-01,"POTASSIUM",3.8
"T07",29-AUG-01,"SO4S",1.77
"T07",29-AUG-01,"SODIUM",3.89
"T07",29-AUG-01,"TOTALN",1.45
"T06",29-AUG-01,"PHAQCS",5.04
"T06",29-AUG-01,"PHAQCU",5.04
"T06",29-AUG-01,"PO4P",0.13
"T06",29-AUG-01,"POTASSIUM",3.922
"T06",29-AUG-01,"SO4S",1.77
"T09",29-AUG-01,"PO4P",0.109
"T08",30-AUG-01,"NH4N",0.55
"T08",30-AUG-01,"NH4N",0.52
"T08",30-AUG-01,"NO3N",0.719
"T08",30-AUG-01,"PH",5.18
"T08",30-AUG-01,"PHAQCS",3.99
"T08",30-AUG-01,"PHAQCS",4.03
"T08",30-AUG-01,"PHAQCU",4.06
"T08",30-AUG-01,"PHAQCU",4.08
"T08",30-AUG-01,"PO4P",0.1
"T08",30-AUG-01,"PO4P",0.108
"T08",30-AUG-01,"POTASSIUM",3.71
"T08",30-AUG-01,"POTASSIUM",3.91
"T08",30-AUG-01,"SO4S",1.73
"T08",30-AUG-01,"SO4S",1.75
"T08",30-AUG-01,"SODIUM",3.7
"T08",30-AUG-01,"SODIUM",3.85
"T08",30-AUG-01,"TOTALN",1.12
"T08",30-AUG-01,"TOTALN",1.35
"T08",30-AUG-01,"TOTALP",0.106
"T08",30-AUG-01,"TOTALP",0.108
"T08",30-AUG-01,"ALUMINIUM",0.36
"T08",30-AUG-01,"ALUMINIUM",0.37
"T08",30-AUG-01,"CALCIUM",4.38
"T08",30-AUG-01,"CALCIUM",4.53
"T08",30-AUG-01,"CHLORIDE",11.2
"T08",30-AUG-01,"CONDY",60.4
"T08",30-AUG-01,"CONDY",61
"T08",30-AUG-01,"DOC",5.7
"T08",30-AUG-01,"DOC",6
"T08",30-AUG-01,"IRON",0.38
"T08",30-AUG-01,"IRON",0.4
"T08",30-AUG-01,"MAGNESIUM",2.01
"T08",30-AUG-01,"MAGNESIUM",2.08
"T08",30-AUG-01,"NO3N",0.692
"T02",05-SEP-01,"ALUMINIUM",0.39
"T02",05-SEP-01,"CALCIUM",4.74
"T02",05-SEP-01,"CHLORIDE",11.71
"T02",05-SEP-01,"CONDY",67.4
"T02",05-SEP-01,"DOC",5.44
"T02",05-SEP-01,"IRON",0.39
"T02",05-SEP-01,"MAGNESIUM",2.14
"T02",05-SEP-01,"NH4N",0.563
"T02",05-SEP-01,"NO3N",0.846
"T02",05-SEP-01,"PH",5.44
"T02",05-SEP-01,"PO4P",0.109
"T02",05-SEP-01,"POTASSIUM",3.2
"T02",05-SEP-01,"SO4S",1.97
"T02",05-SEP-01,"SODIUM",3.69
"T04",05-SEP-01,"ALUMINIUM",0.37
"T04",05-SEP-01,"CALCIUM",4.23
"T04",05-SEP-01,"CHLORIDE",11
"T04",05-SEP-01,"CONDY",61.4
"T04",05-SEP-01,"DOC",5.4
"T04",05-SEP-01,"IRON",0.41
"T04",05-SEP-01,"MAGNESIUM",2.03
"T04",05-SEP-01,"NH4N",0.58
"T04",05-SEP-01,"NO3N",0.682
"T04",05-SEP-01,"PH",5.54
"T04",05-SEP-01,"PHAQCS",4
"T04",05-SEP-01,"PHAQCU",4.03
"T04",05-SEP-01,"PO4P",0.105
"T04",05-SEP-01,"POTASSIUM",3.69
"T04",05-SEP-01,"SO4S",1.71
"T05",05-SEP-01,"CALCIUM",4.786
"T05",05-SEP-01,"MAGNESIUM",4.786
"T05",05-SEP-01,"NH4N",0.448
"T05",05-SEP-01,"PHAQCS",6.02
"T05",05-SEP-01,"PHAQCU",6.04
"T05",05-SEP-01,"PO4P",0.12
"T05",05-SEP-01,"POTASSIUM",3.981
"T05",05-SEP-01,"SODIUM",5.441
"T06",05-SEP-01,"ALUMINIUM",0.389
"T06",05-SEP-01,"CALCIUM",4.63
"T06",05-SEP-01,"CHLORIDE",11.56
"T06",05-SEP-01,"CONDY",64.3
"T06",05-SEP-01,"IRON",0.301
"T06",05-SEP-01,"MAGNESIUM",2.129
"T06",05-SEP-01,"NH4N",0.5
"T06",05-SEP-01,"NO3N",0.71
"T06",05-SEP-01,"PH",4.99
"T06",05-SEP-01,"PHAQCS",4.99
"T06",05-SEP-01,"PHAQCU",4.98
"T06",05-SEP-01,"PO4P",0.122
"T06",05-SEP-01,"POTASSIUM",3.796
"T06",05-SEP-01,"SO4S",1.839
"T06",05-SEP-01,"SODIUM",3.653
"T02",05-SEP-01,"TOTALN",1.44
"T03",05-SEP-01,"CALCIUM",4.48
"T03",05-SEP-01,"CHLORIDE",11.57
"T03",05-SEP-01,"CONDY",63.3
"T03",05-SEP-01,"MAGNESIUM",2.01
"T03",05-SEP-01,"NH4N",0.769
"T03",05-SEP-01,"NO3N",0.743
"T03",05-SEP-01,"PH",5.56
"T03",05-SEP-01,"PHAQCS",5.6
"T03",05-SEP-01,"PHAQCU",5.61
"T03",05-SEP-01,"PO4P",0.111
"T03",05-SEP-01,"POTASSIUM",3.762
"T03",05-SEP-01,"SO4S",1.81
"T03",05-SEP-01,"SODIUM",3.748
"T04",05-SEP-01,"SODIUM",3.55
"T04",05-SEP-01,"TOTALN",1.19
"T04",05-SEP-01,"TOTALP",0.108
"T01",05-SEP-01,"CHLORIDE",10.6
"T01",05-SEP-01,"CONDY",60
"T01",05-SEP-01,"DOC",6.1
"T01",05-SEP-01,"NH4N",0.535
"T01",05-SEP-01,"NO3N",0.69
"T01",05-SEP-01,"PH",5.88
"T01",05-SEP-01,"PO4P",0.106
"T01",05-SEP-01,"SO4S",1.8
"T01",05-SEP-01,"TOTALN",1.38
"T09",06-SEP-01,"NH4N",0.607
"T09",06-SEP-01,"MAGNESIUM",2.07
"T09",06-SEP-01,"PH",5.3
"T09",06-SEP-01,"PHAQCS",4.07
"T09",06-SEP-01,"PHAQCU",4.03
"T09",06-SEP-01,"PO4P",0.096
"T09",06-SEP-01,"POTASSIUM",3.91
"T09",06-SEP-01,"SO4S",1.681
"T09",06-SEP-01,"SODIUM",4.07
"T09",06-SEP-01,"ALUMINIUM",0.445
"T09",06-SEP-01,"CALCIUM",4.86
"T09",06-SEP-01,"CHLORIDE",11.142
"T09",06-SEP-01,"CONDY",55.5
"T09",06-SEP-01,"IRON",0.372
"T09",06-SEP-01,"NO3N",0.724
"T09",12-SEP-01,"ALUMINIUM",0.423
"T09",12-SEP-01,"CALCIUM",4.48
"T09",12-SEP-01,"CHLORIDE",12.13
"T09",12-SEP-01,"CONDY",57.9
"T09",12-SEP-01,"IRON",0.369
"T09",12-SEP-01,"MAGNESIUM",1.95
"T09",12-SEP-01,"NH4N",0.676
"T09",12-SEP-01,"NO3N",0.775
"T09",12-SEP-01,"PH",5.69
"T09",12-SEP-01,"PHAQCS",4.11
"T09",12-SEP-01,"PHAQCU",4.08
"T09",12-SEP-01,"PO4P",0.105
"T09",12-SEP-01,"POTASSIUM",3.59
"T09",12-SEP-01,"SO4S",1.711
"T09",12-SEP-01,"SODIUM",3.71
"T06",12-SEP-01,"MAGNESIUM",2.165
"T06",12-SEP-01,"NH4N",0.27
"T06",12-SEP-01,"NO3N",0.72
"T06",12-SEP-01,"PH",5.15
"T06",12-SEP-01,"PHAQCS",5.15
"T06",12-SEP-01,"PHAQCU",5.14
"T06",12-SEP-01,"PO4P",0.097
"T06",12-SEP-01,"POTASSIUM",3.961
"T06",12-SEP-01,"SO4S",1.91
"T06",12-SEP-01,"SODIUM",3.936
"T07",12-SEP-01,"NO3N",0.812
"T07",12-SEP-01,"PH",5.65
"T07",12-SEP-01,"PO4P",0.109
"T07",12-SEP-01,"POTASSIUM",3.8
"T07",12-SEP-01,"SO4S",1.67
"T07",12-SEP-01,"SODIUM",4.01
"T07",12-SEP-01,"TOTALN",1.51
"T07",12-SEP-01,"ALUMINIUM",0.4
"T07",12-SEP-01,"CALCIUM",4.58
"T07",12-SEP-01,"CHLORIDE",11.43
"T07",12-SEP-01,"CONDY",68.5
"T07",12-SEP-01,"DOC",6.12
"T07",12-SEP-01,"IRON",0.39
"T07",12-SEP-01,"MAGNESIUM",2.08
"T07",12-SEP-01,"NH4N",0.572
"T05",12-SEP-01,"CALCIUM",4.654
"T05",12-SEP-01,"MAGNESIUM",2.154
"T05",12-SEP-01,"NH4N",0.465
"T05",12-SEP-01,"POTASSIUM",4.016
"T05",12-SEP-01,"SODIUM",5.362
"T06",12-SEP-01,"ALUMINIUM",0.394
"T06",12-SEP-01,"CALCIUM",4.89
"T06",12-SEP-01,"CHLORIDE",11.61
"T06",12-SEP-01,"CONDY",66.7
"T06",12-SEP-01,"IRON",0.394
"T03",12-SEP-01,"CALCIUM",4.489
"T03",12-SEP-01,"CHLORIDE",11.25
"T03",12-SEP-01,"CONDY",63.7
"T03",12-SEP-01,"MAGNESIUM",1.99
"T03",12-SEP-01,"NH4N",0.725
"T03",12-SEP-01,"NO3N",0.749
"T03",12-SEP-01,"PH",5.65
"T03",12-SEP-01,"PHAQCS",5.65
"T03",12-SEP-01,"PHAQCU",5.64
"T03",12-SEP-01,"PO4P",0.116
"T03",12-SEP-01,"POTASSIUM",3.748
"T03",12-SEP-01,"SO4S",1.74
"T03",12-SEP-01,"SODIUM",3.762
"T11",13-SEP-01,"ALKY",0.97
"T11",13-SEP-01,"TOTALN",1.52
"T11",13-SEP-01,"CALCIUM",4.4
"T11",13-SEP-01,"CHLORIDE",11.5
"T11",13-SEP-01,"CONDY",34.8
"T11",13-SEP-01,"DOC",6.08
"T11",13-SEP-01,"IRON",0.38
"T11",13-SEP-01,"MAGNESIUM",2
"T11",13-SEP-01,"NH4N",0.59
"T11",13-SEP-01,"NO3N",0.783
"T11",13-SEP-01,"PH",5.88
"T11",13-SEP-01,"PHAQCS",5.88
"T11",13-SEP-01,"PHAQCU",5.92
"T11",13-SEP-01,"PO4P",0.111
"T11",13-SEP-01,"POTASSIUM",3.71
"T11",13-SEP-01,"SO4S",1.8
"T11",13-SEP-01,"SODIUM",3.75
"T11",13-SEP-01,"ALUMINIUM",0.378
"T06",19-SEP-01,"ALUMINIUM",0.392
"T04",19-SEP-01,"TOTALN",1.18
"T06",19-SEP-01,"CHLORIDE",12.2
"T06",19-SEP-01,"CONDY",63.9
"T06",19-SEP-01,"IRON",0.708
"T06",19-SEP-01,"MAGNESIUM",2.166
"T06",19-SEP-01,"NH4N",0.63
"T06",19-SEP-01,"NO3N",0.78
"T06",19-SEP-01,"PH",5.11
"T06",19-SEP-01,"PHAQCS",5.11
