Master_Site,Site_Code,Date,Rep,CaQual,Ca,MgQual,Mg,NaQual,Na,KQual,K,SO4Qual,SO4,ClQual,Cl,NO3Qual,NO3,NH4Qual,NH4,NO2Qual,NO2,DOCQual,DOC,pHQual,pH,AlkalinityQual,Alkalinity,AlQual,Al,Total_NQual,Total_N,TONQual,TON,PO4_PQual,PO4_P,ConductivityQual,Conductivity,SiQual,Si,FeQual,Fe,POMQual,POM,POCQual,POC,SalinityQual,Salinity,FQual,F,BrQual,Br,TDPQual,TDP,LiQual,Li,BeQual,Be,Al27Qual,Al27,ScQual,Sc,VQual,V,CrQual,Cr,MnQual,Mn,Fe57Qual,Fe57,Ni58Qual,Ni58,CoQual,Co,Ni60Qual,Ni60,CuQual,Cu,ZnQual,Zn,AsQual,As,SeQual,Se,RbQual,Rb,SrQual,Sr,MoQual,Mo,CdQual,Cd,SbQual,Sb,CsQual,Cs,BaQual,Ba,PbQual,Pb,UQual,U,BQual,B,SQual,S,LaQual,La,CeQual,Ce,PrQual,Pr,WQual,W,TiQual,Ti,SnQual,Sn
Afon Ddu Lower,CC11,07-Nov-07,1,,91.5,,47.167,,159.565,,2.744,,14.375,,157.746,<,0.714,,2.714,,,,13,,6.11,,28.6,,81,,0.374,,,,,,,,,,1220,,4.8,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Lower,CC11,20-Nov-07,1,,58.5,,45.333,,173.478,,2.513,,26.875,,201.408,<,0.714,,1.214,,,,9.8,,5.12,,-7.4,,73,,0.246,,,,,,,,,,936,,0.4,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Lower,CC11,05-Dec-07,1,,23,,34.5,,155.217,,5.154,,26.875,,202.535,<,0.714,,1.571,,,,6.3,,4.28,,-53,,36,,0.21,,,,,,,,,,441,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Lower,CC11,18-Dec-07,1,,108.5,,55.833,,183.913,,4.103,,26.25,,214.366,,2.214,,1.429,,,,3.21,,6.33,,90.6,,33,,0.16,,,,,,,,,,660,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Lower,CC11,03-Jan-08,1,,67,,48.333,,216.522,,4.872,,32.5,,258.31,,2.143,,2.143,,,,3.9,,5.78,,16.6,,30,,0.18,,,,,,,,,,570,,1.6,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Lower,CC11,14-Jan-08,1,,25.5,,34.167,,198.261,,5.128,,29.375,,241.408,,1.571,,2.143,,,,5.31,,4.48,,-10.6,,34,,0.2,,,,,,,,,,390,,0.8,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Lower,CC11,03-Sep-08,1,,34.3,,40.333,,130,,2.846,,23.125,,123.099,<,0.714,,1.5,,,,14.3,,5.05,,-20.2,,284,,0.42,,,,,,,,,,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Lower,CC11,10-Dec-08,1,,31.7,,38.583,,136.957,,3.436,,30.625,,161.972,,6.929,,1.643,,,,4.3,,5.56,,-9.6,,88,,0.26,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Lower,CC11,06-Mar-09,1,,,,,,,,,,,,,,,,,,,,,,5.32,,-4.6,,,,,,,,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,12-Sep-06,2,,143.5,,60.83,,170,,2.05,,,,,,,,,,,,22.9,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,12-Sep-06,1,,143,,61.667,,173.913,,1.744,,18.125,,144.507,<,0.714,,2.214,,,,18.1,,5.88,,49.11,,131,,0.46,,,,,,,,,,1460,,3.2,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,26-Sep-06,2,,165.5,,70.83,,186.08,,2.05,,,,,,,,,,,,24.6,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,26-Sep-06,1,,165.5,,72,,189.13,,1.615,,16.25,,165.352,,0.857,,2.357,,,,19.5,,6.45,,127.81,,133,,0.48,,,,,,,,,,1600,,3.6,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,10-Oct-06,2,,54,,38.33,,129.56,,1.02,,,,,,,,,,,,21.4,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,10-Oct-06,1,,53,,40,,133.478,,0.897,,16.875,,135.211,<,0.714,,3.714,,,,16.5,,4.95,,6.54,,112,,0.44,,,,,,,,,,1390,,1.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,24-Oct-06,2,,53,,36.66,,131.73,,1.28,,,,,,,,,,,,20.1,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,24-Oct-06,1,,53,,39,,136.522,,1.128,,16.25,,140.563,,1.214,,3.714,,,,14.8,,5.07,,9.85,,112,,0.42,,,,,,,,,,1290,,1.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,06-Nov-06,2,,113,,48.33,,141.73,,2.3,,,,,,,,,,,,13,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,06-Nov-06,1,,110.5,,49.417,,144.348,,2.128,,20,,143.944,,1.286,,3.357,,,,10.6,,6.02,,95.24,,74,,0.34,,,,,,,,,,911,,0.4,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,21-Nov-06,2,,34.5,,35,,143.47,,2.82,,,,,,,,,,,,9.05,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,21-Nov-06,1,,36.1,,37.75,,147.391,,2.385,,26.875,,184.789,,1.071,,2.5,,,,6.91,,4.75,,-12.95,,50,,0.22,,,,,,,,,,583,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,05-Dec-06,2,,20.5,,41.66,,180,,6.66,,,,,,,,,,,,4.96,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,05-Dec-06,1,,21.35,,44.083,,180.87,,6.308,,,,,,,,3.214,,,,4.96,,4.34,,-46.9,,30,,0.26,,,,,,,,,,120,,1.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,19-Dec-06,2,,49,,43.33,,187.39,,3.84,,,,,,,,,,,,6.08,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,19-Dec-06,1,,50,,47.083,,196.957,,3.795,,28.75,,272.676,,2.071,,11.214,,,<,0.5,,4.92,,-4.95,,34,,0.39,,,,,,,,,,335,,1.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,03-Jan-07,1,,33.3,,53.667,,237.826,,5.564,,,,,,,,17.643,,,,8.18,,4.37,,-42.69,,36,,0.77,,,,,,,,,,305,,2.4,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,03-Jan-07,2,,30.5,,50,,226.08,,5.38,,,,,,,,,,,,7.19,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,16-Jan-07,2,,25.5,,45.83,,240.87,,6.15,,,,,,,,,,,,6.16,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,16-Jan-07,1,,29.2,,51.333,,247.826,,5.641,,33.75,,335.211,<,0.714,,3.714,,,,5.11,,4.33,,-46.9,,38,,0.25,,,,,,,,,,257,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,31-Jan-07,2,,95,,60.83,,253.04,,4.87,,,,,,,,,,,,4.59,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,31-Jan-07,1,,99,,63.5,,260,,4.769,,36.25,,340.845,,2.571,,1.071,,,,4.6,,5.96,,44.81,,23,,0.25,,,,,,,,,,373,,3.2,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,13-Feb-07,2,,38.5,,56.66,,313.91,,8.46,,,,,,,,,,,,6.54,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,13-Feb-07,1,,37.2,,59.25,,317.391,,7.795,,41.875,,411.268,,1.143,,3.071,,,,5.52,,4.43,,-46.9,,36,,0.26,,,,,,,,,,266,,0.4,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,27-Feb-07,2,,14.6,,25.58,,166.34,,4.48,,,,,,,,,,,,8.66,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,27-Feb-07,1,,15.35,,26.333,,181.304,,4.385,,17.5,,211.831,,0.857,,1.143,,,,8.4,,4.54,,-32.58,,40,,0.27,,,,,,,,,,370,,3.6,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,14-Mar-07,2,,73.15,,46.25,,220.47,,3.2,,,,,,,,,,,,7.83,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,14-Mar-07,1,,69.5,,46.417,,238.696,,2.692,,20,,295.775,,1.214,,2.071,,,,6.98,,5.38,,21.24,,44,,0.31,,,,,,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,27-Mar-07,2,,129.8,,57.5,,247.39,,4.28,,,,,,,,,,,,5.15,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,27-Mar-07,1,,123.5,,59.333,,255.652,,3.821,,25.625,,318.31,,1.5,,4.857,,,,4.95,,6.03,,93.03,,24,,0.33,,,,,,,,,,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,10-Apr-07,2,,274.65,,88.5,,232.39,,5.33,,,,,,,,,,,,5.27,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,10-Apr-07,1,,280,,90,,242.609,,4.692,,18.125,,267.324,,2.214,<,0.714,,,,5.72,,6.43,,299.05,,24,,0.27,,,,,,,,,,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,24-Apr-07,2,,30.7,,48.91,,262.04,,5.12,,,,,,,,,,,,13.4,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,24-Apr-07,1,,27.4,,49,,262.609,,4.256,,71.875,,278.592,<,0.714,<,0.714,,,,11.3,,4.41,,-47.89,,44,,0.35,,,,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,09-May-07,2,,60.45,,59.91,,280.43,,1.82,,,,,,,,,,,,13.8,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,09-May-07,1,,59.5,,63.583,,285.652,,1.436,,75.625,,315.493,<,0.714,,2.714,,,,11.7,,4.55,,-22.31,,67,,0.39,,,,,,,,,,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,22-May-07,1,,105,,50.917,,221.739,,2.308,,27.5,,218.028,,1.071,,10.929,,,,10.8,,5.87,,76.72,,71,,0.35,,,,,,,,,,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,22-May-07,2,,106.25,,45,,208.95,,2.3,,,,,,,,,,,,12,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,05-Jun-07,2,,188.65,,65,,211.04,,4.59,,,,,,,,,,,,12.4,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,05-Jun-07,1,,179.5,,69.583,,223.043,,3.769,,13.75,,218.592,,10.571,,8.357,,,,11.5,,7.05,,167.93,,63,,0.53,,,,,,,,,,904,,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,19-Jun-07,2,,113.3,,55.41,,217.26,,1.69,,,,,,,,,,,,22,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,19-Jun-07,1,,109.5,,58.833,,233.478,,1.385,,18.125,,219.437,<,0.714,<,0.714,,,,17.4,,6.18,,56.3,,115,,0.42,,,,,,,,,,1300,,3.2,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,03-Jul-07,2,,22.85,,23.75,,111.17,,0.46,,,,,,,,,,,,21.4,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,03-Jul-07,1,,17.45,,24.083,,121.739,<,0.231,,13.75,,98.31,<,0.714,,2.143,,,,15.4,,4.54,,-30.28,,92,,0.4,,,,,,,,,,814,,1.6,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,16-Jul-07,1,,36.8,,33.333,,133.478,,0.462,,10,,113.521,<,0.714,,2.857,,,,20.1,,4.73,,-13.27,,129,,0.46,,,,,,,,,,1310,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,31-Jul-07,1,,129.5,,56.583,,160,,1.538,,10,,124.225,<,0.714,<,0.714,,,,20.6,,6.05,,109.97,,154,,0.53,,,,,,,,,,1730,,1.5,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,14-Aug-07,1,,295,,125.833,,256.087,,14.821,,119.375,,263.944,,31.714,<,0.714,,,,4.04,,5.42,,40.32,,26,,0.65,,,,,,,,,,168,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,28-Aug-07,1,,90,,54.5,,160.435,,4,,9.375,,133.803,,0.786,,10.143,,,,24.8,,6.19,,276.12,,171,,0.71,,,,,,,,,,1820,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,10-Sep-07,1,,239,,90,,185.652,,3.897,,11.25,,160.282,<,0.714,<,0.714,,,,18.5,,6.24,,267.1,,100,,0.45,,,,,,,,,,1400,,6.4,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,25-Sep-07,1,,23.5,,30,,116.522,<,0.256,,13.75,,129.577,<,0.714,,2.143,,,,13.7,,4.53,,-50,,81,,0.56,,,,,,,,,,750,,2.8,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,08-Oct-07,1,,172,,64.75,,158.696,,2.487,,8.75,,152.676,<,0.714,,2.5,,,,11.7,,6.3,,149,,82,,0.468,,,,,,,,,,1540,,3.2,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,24-Oct-07,1,,184,,66.833,,166.957,,2.974,,10,,159.155,,2.286,,3.429,,,,11,,6.31,,187,,80,,0.423,,,,,,,,,,1540,,3.2,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,07-Nov-07,1,,96.5,,47.833,,154.783,,2.41,,12.5,,152.113,<,0.714,,1.643,,,,15,,6.13,,40.8,,79,,0.354,,,,,,,,,,1360,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,20-Nov-07,1,,60,,47.417,,176.087,,2.154,,25.625,,216.056,<,0.714,,1.571,,,,10.4,,5.04,,-22.6,,58,,0.286,,,,,,,,,,884,,4.8,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,05-Dec-07,1,,23,,34.583,,157.826,,3.795,,25.625,,205.915,<,0.714,,1.214,,,,6.6,,4.31,,-66.4,,32,,0.225,,,,,,,,,,386,,1.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,18-Dec-07,1,,168.5,,65.833,,190,,4.615,,23.125,,223.38,,2.214,,3.571,,,,4.35,,6.54,,156,,35,,0.26,,,,,,,,,,660,,0.8,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,03-Jan-08,1,,95.5,,55,,235.217,,4.359,,34.375,,298.592,,3.5,,2.857,,,,4.43,,5.93,,43.4,,40,,0.21,,,,,,,,,,560,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,14-Jan-08,1,,26,,35,,216.957,,3.846,,26.875,,249.577,<,0.714,,2.857,,,,5.34,,4.45,,-6.2,,35,,0.24,,,,,,,,,,360,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,29-Jan-08,1,,58.5,,38.333,,188.261,,5.385,,26.25,,205.915,,3.286,,2.857,,,,7.18,,5.53,,11.2,,49,,0.31,,,,,,,,,,680,,3.6,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,12-Feb-08,1,,122.5,,64.167,,260.87,,5.128,,28.75,,323.944,,2.643,,2.143,,,,3.26,,6.12,,81,,23,,0.21,,,,,,,,,,430,,2.4,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,26-Feb-08,1,,31,,39.167,,273.043,,7.179,,29.375,,309.859,,0,,1.429,,,,5.9,,4.25,,-21.2,,27,,0.18,,,,,,,,,,360,,1.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,10-Mar-08,1,,28.5,,45,,264.783,,5.641,,34.375,,338.028,,0,,1.429,,,,5.5,,4.26,,0,,34,,0.17,,,,,,,,,,290,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,27-Mar-08,1,,59.5,,61.667,,357.391,,5.641,,38.125,,450.704,,0,,0.714,,,,3.5,,4.69,,-21.2,,29,,0.15,,,,,,,,,,320,,1.6,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,08-Apr-08,1,,43,,48.333,,277.391,,3.333,,26.25,,366.197,<,0.714,<,0.714,,,,7.3,,5.04,,0,,32,,0.18,,,,,,,,,,430,,1.6,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,23-Apr-08,1,,154,,66.667,,296.522,,7.949,,21.875,,366.197,<,0.714,,6.429,,,,4.6,,6.65,,118,,30,,0.18,,,,,,,,,,400,,4.8,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,08-May-08,1,,183.5,,70,,283.478,,3.333,,15.625,,338.028,<,0.714,,1.429,,,,7,,6.66,,174,,40,,0.2,,,,,,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,03-Jun-08,1,,332,,102.5,,273.043,,5.615,,13.75,,276.901,<,0.714,<,0.714,,,,8.94,,6.66,,354,,50,,0.24,,,,,,,,,,1080,,5.2,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afon Ddu Upper,CC10,01-Jul-08,1,,76,,47.667,,231.739,,1.462,,42.5,,227.887,<,0.714,,1.214,,,,13.5,,5.47,,7,,75,,0.28,,,,,,,,,,975,,0.4,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
